trainMSE,testMSE,trainMAE,testMAE
7.089235662690799,10.628116029964563,1.9105429017384499,2.5631983876274536
7.596816520610681,10.795498814374463,1.8745730312369502,2.6034005695541245
7.277800154999964,7.6467340489437,1.8225680900540249,2.047974296488428
8.171730279276412,12.06538948485859,1.9604183779075703,2.5430863320206663
7.572213317978456,12.721394249637823,1.819251322981885,2.7097462924243825
7.476169587973279,12.461729371425276,2.027417794487325,2.8359993695866352
8.908747291870005,5.818466027663886,2.1159997563429633,1.8179877237695345
8.200867856961084,16.21784089630824,1.8578678791997956,3.1040921302011233
6.515020588781186,10.190393031955411,1.8375191320258863,2.5911045026964263
6.9317873034792346,10.378831242832868,1.842687955888778,2.4144992060699555
