trainMSE,testMSE,trainMAE,testMAE
3.460399687609593,2.232859227591729,1.2836298750522195,1.2037220578431267
2.9061198734567406,2.2782169273624095,1.2333883474683127,1.1637725498034688
3.8523553363852323,2.1449492538461246,1.3760240329245546,1.189256020650768
3.243523716229778,2.3842983460182627,1.2954172685798748,1.218665480489722
3.1743931976995756,1.8096691602280595,1.2678487292097373,1.1025878228120622
3.0509363871061783,1.635733503455414,1.2207817310331517,0.9754930979975427
3.2054456828797706,1.9162504247632761,1.2689870784194393,1.0893702797944316
3.5484662953257473,1.8988918415272449,1.3184246658376795,1.1304200867087668
2.626243744806233,1.984795972232144,1.2197764893314575,1.125945443944358
3.0635596088535437,2.0849290851255544,1.2620778089904217,1.0775795121396035
