trainMSE,testMSE,trainMAE,testMAE
4.364921482894877,9.387412898728895,1.4805269465559003,2.2914067605237602
4.780341045683176,7.958443667293271,1.465243269178445,2.19474417171208
4.803072691686188,4.7012728948976426,1.5631279920958305,1.8017156550130362
5.2741489933531,4.092038170329528,1.5766529309241035,1.5306828795019858
5.813233923775952,5.132438639980204,1.5943940314295628,1.7883851374967388
5.284652280545776,3.2918668310548544,1.6192292025022044,1.3456592118083441
4.75907817074845,5.920349924032239,1.567078161513312,1.9643276692447316
4.425812358660895,5.786978730076098,1.5215340515863995,1.874957521088993
5.467305354230829,7.2015549341088265,1.5984472727966839,2.1866645037812535
4.259906982979135,5.998431959931749,1.4834146246818078,1.969638258513991
