trainMSE,testMSE,trainMAE,testMAE
4.901467808113595,5.4447504831002504,1.5122909697711258,1.8530301944711705
3.557279111202404,5.3422472747904495,1.3234496096659547,1.6724698691568534
4.245814171476949,5.403531649556323,1.38476872735171,1.8137860367719327
4.049172181206591,5.6259241622208505,1.4435731751882321,1.7631363434432634
3.7827102432050728,6.819298675771802,1.3715443499451612,1.997297564069133
6.480759728506261,2.5011340791064276,1.6501819887140505,1.2333871478956902
4.017172767567328,2.5101540982405486,1.4636874286890984,1.2102046163545905
3.2713330783068497,5.8535898268796975,1.2057424316793681,1.924570219443304
4.334003028484104,7.599261543611118,1.483255667951984,2.1583739969781943
3.9747365216470674,5.713146868649829,1.35774480068977,1.8484096381284947
