trainMSE,testMSE,trainMAE,testMAE
3.4544459242710115,5.282088972018826,1.503950144983932,1.8346944811657997
3.0407814225514898,3.3581649394712043,1.4167423451554575,1.4717681268603349
2.994148114592347,4.852533486038117,1.3171170937492613,1.7686014176477667
3.592092405372615,6.331478315425221,1.542050251816794,2.001259605515561
3.867307648041178,4.629064914130235,1.6065246342298176,1.6628243026814005
4.0631351937876,5.1789482931498325,1.6196304463091133,1.7223517083934277
3.599182589203091,5.110825952933673,1.481426477218648,1.7774852422658565
3.852844317376612,4.1742453735860545,1.5419298652223927,1.677360815482142
5.222967965331265,6.58617606622122,1.8502117882737694,2.0548899997850656
3.5301863750144102,5.21108421178453,1.4373075859532771,1.706110187819511
