trainMSE,testMSE,trainMAE,testMAE
3.5070714863852346,4.4344859875845435,1.5141509364832446,1.709327349641195
3.1012254531771597,6.4581464478024,1.4600410797071568,1.9781109644757933
4.033839069850516,3.902098130819266,1.6079343956315382,1.6611172211703427
3.584442808889146,7.488964461631387,1.542552139382002,2.2624551671121576
3.500776154726081,6.064349019162165,1.5117423150589593,2.1002809931221256
3.4248773314624534,3.2489024642692383,1.5218806673871312,1.5062676082763693
3.0291499543201987,4.882931659818577,1.3799964446591304,1.760533129865697
3.3749847774103836,4.0711142264225435,1.5032938868355024,1.6579367296995777
2.4051686667685006,3.3897861220450847,1.2961399677953287,1.4624745238577266
3.0536700757313486,4.02144030498993,1.4274780290693665,1.6328374782254225
