trainMSE,testMSE,trainMAE,testMAE
3.224826015010755,12.43589543486379,1.3665964211933728,2.9917426100115594
4.105150713658004,20.679517052693235,1.6333558385467677,4.029337148027696
4.306521387402666,25.86710004160518,1.5629993199936991,4.3309762948381
2.594280227613275,14.400950115508326,1.2197373245918783,3.2646028404197853
5.364373685122223,22.41622151435207,1.597691098528267,4.1039942307806765
2.4757627948392456,14.80599283411263,1.2048228815247648,3.377959932417767
2.7300309688529083,11.850427734819105,1.2708032110853664,2.898624910301618
3.1475638136893425,16.599548846220546,1.404600423924544,3.6614751731426267
2.9660041422118852,26.629872846741975,1.3043062327861776,4.765071338402366
4.886629099386528,32.25539473408055,1.4446737175735893,5.099949339251712
