trainMSE,testMSE,trainMAE,testMAE
3.6378439892493666,10.064326800972395,1.4101516496714306,2.7483637980894247
3.216978711351959,6.340622039037837,1.3977300461044482,2.072290098539584
3.1827696402719368,4.54254794961991,1.3789404503441436,1.7610397029375868
3.0830677435890714,4.096984376568093,1.3668334785202054,1.628262352892799
2.897186427236704,2.83938217561322,1.3077386244456852,1.3500295589644782
2.8868836990742808,5.74355228928847,1.3952000996560292,2.0099354960412934
4.883278750734013,6.470401944044921,1.7672445416901217,2.227045503224124
3.708361349888692,5.684935369564097,1.5729466917763877,2.0088722705666124
3.250276526069562,4.515157823976867,1.465410347407113,1.6965501138666128
3.9667145816880027,6.854690025715404,1.5288165841527934,2.25388856802615
