trainMSE,testMSE,trainMAE,testMAE
3.0485367383773414,4.484356464243898,1.4025966664263625,1.615026162259494
3.5892352480673795,3.5696089177304433,1.5086406562107781,1.5836866311962086
3.1084383205520782,3.11136946303968,1.3705461677454238,1.4263843251858181
2.8559070478001605,5.208322826500516,1.3635163806955977,1.8596770528166133
3.493178214704447,4.11513995224151,1.5442907700093698,1.636995548561224
4.216617686242385,6.012865643107492,1.6505699170836783,2.003803828012796
2.873794960522657,4.349496768700505,1.359146805623215,1.5039689676487462
3.5657926423759596,3.36175343704682,1.502418244212806,1.4518754798672602
3.380736117620424,3.811029437463275,1.5210354045590302,1.5640356929338928
2.802227145591426,2.577916947339915,1.371632482013357,1.2874513010237425
