trainMSE,testMSE,trainMAE,testMAE
3.0952712572369907,10.874200145837904,1.3197711905665068,3.034956026510048
2.6178951018565035,4.435653690191733,1.275458555629114,1.7442614568142634
3.2757773337512854,9.558350071168478,1.3843012093507383,2.827187919580628
3.0558622802547055,4.028409512611005,1.2960051319450534,1.5873710424971672
2.625026562349331,3.934675643865428,1.1942743575801205,1.6423815311911123
2.970842799670251,6.893118065545764,1.368977117744658,2.2895316620384194
3.1513050314048963,10.714331537644238,1.3568537504362614,2.8225164881385165
2.333784869896192,5.188845125796146,1.20644534065402,1.9051682469701634
2.970311033018895,4.9508969019126905,1.2764419478710494,1.8719536772315344
3.308709504514947,11.070782928279254,1.316270349816222,2.9804118674791913
