trainMSE,testMSE,trainMAE,testMAE
8.474899668474327,10.072836406282756,2.3924531289279827,2.5631078710909074
8.090180127901183,8.436132199392324,2.2985580108326236,2.34281260700443
7.759480748855521,12.881321669115032,2.163002381541538,2.9959765055842187
8.21117879656826,12.646682567447801,2.2848950788293587,2.7785165407740493
7.4994410340460895,13.456961931809369,2.1721720484833615,2.918341285234284
8.736401248221803,12.4076095638127,2.424046466023055,2.7840960253798963
9.691795371590347,11.74061907041924,2.5551280205075924,2.746802310385743
7.530701648675284,12.182108572136004,2.2434650424494946,2.728079266071934
7.017835736036118,10.903581955746905,2.0849354785734864,2.6722609047224273
8.086758449788695,8.53906651688693,2.2955433011273327,2.3626760036595824
