trainMSE,testMSE,trainMAE,testMAE
1.597958386305064,2.8364300357650056,1.0295403925157833,1.4062792366775356
1.8819581608298195,5.0157811331354045,1.1010197537499204,1.8513802643300539
1.624323995352458,1.7274218320461878,1.0223528845263414,1.028484918459424
1.8208754365362239,2.6251023183027273,0.9889908284129089,1.285546593018784
2.349607324977782,3.1451642786192067,1.2375295666371782,1.4397760469270497
1.7983256731957433,4.013489695481606,1.0643535797278196,1.5170354287004064
2.1034850072547604,1.947729780141667,1.1328061231953308,1.1494097959125955
1.8267899876337017,1.8036737874364779,1.074874750017979,1.0635252118113774
1.6072974446931265,2.4888221298134154,0.9977844427396639,1.2904072205133168
1.7111481764347132,1.8575263416347865,1.0124860388873926,1.119093790982224
