trainMSE,testMSE,trainMAE,testMAE
3.970630161601284,12.094049671931428,1.5932807241545988,3.071585198089544
4.209051200633251,13.60306944135927,1.6067172344141103,3.3383300488457697
3.714858202407898,8.266155637469371,1.4947230558326376,2.476338955942076
3.6462120918203658,9.469162108045385,1.4473108184597143,2.6822191236211226
4.0816615931759825,10.538308362557794,1.630222577239297,2.8394751956916733
3.9479978360013246,15.407351130312717,1.5123378367849263,3.569470960992361
4.084725386462924,10.215643420280466,1.595914733425804,2.8278900933374436
3.484629056973433,6.477404840196701,1.4514738803575291,2.1805241406725244
4.483827106940089,10.556125663201493,1.5833529968496611,2.7928323958316423
6.138444950391802,25.906732456957943,1.7558625396198153,4.651979738423873
