trainMSE,testMSE,trainMAE,testMAE
0.4979166666666667,4.158333333333333,0.4875,1.7
0.47291666666666665,4.266666666666667,0.4791666666666667,1.5833333333333333
0.5229166666666667,3.8916666666666666,0.5125,1.65
0.4583333333333333,4.125,0.4666666666666667,1.6333333333333333
0.5166666666666667,3.8125,0.5083333333333333,1.5083333333333333
0.4895833333333333,4.208333333333333,0.49583333333333335,1.6333333333333333
0.48541666666666666,4.175,0.49583333333333335,1.55
0.5,4.345833333333333,0.5083333333333333,1.7583333333333333
0.4395833333333333,5.591666666666667,0.44583333333333336,2.1666666666666665
0.5125,4.841666666666667,0.5,1.75
