trainMSE,testMSE,trainMAE,testMAE
3.6163485919686886,6.560494544118756,1.5509655458278802,2.240966845125915
3.505370502092079,4.75662032990539,1.4321579665578998,1.7640562107865152
3.5457912553155873,3.7525866902348786,1.4720437690083041,1.680019706335113
3.168846970834203,5.152602390998948,1.359943312999651,1.8494101046824407
4.160061043071707,8.034145588380735,1.6044587868732239,2.507972270765245
2.8572307835481516,4.80995434753812,1.3386796062482271,1.738291922778111
3.10376244303191,5.741179279188449,1.4449147661622161,2.076715321096137
3.0082390808956307,3.2441394452509504,1.3960025159208138,1.4685609130791453
3.3621178394345277,8.879622206649094,1.3985158807028848,2.575399800421669
3.0249414164786734,4.215908110674665,1.4016487616546978,1.6963651615185384
