trainMSE,testMSE,trainMAE,testMAE
0.46458333333333335,5.283333333333333,0.4708333333333333,1.6833333333333333
0.42916666666666664,6.016666666666667,0.43333333333333335,1.8166666666666667
0.45208333333333334,6.4625,0.45416666666666666,1.9583333333333333
0.44583333333333336,6.995833333333334,0.45,1.825
0.4125,6.870833333333334,0.4166666666666667,1.8416666666666666
0.48333333333333334,7.179166666666666,0.48333333333333334,1.975
0.45,5.358333333333333,0.4583333333333333,1.6833333333333333
0.4625,9.2125,0.45,2.2916666666666665
0.45625,5.5375,0.4625,1.7583333333333333
0.49375,5.216666666666667,0.4791666666666667,1.7166666666666666
