trainMSE,testMSE,trainMAE,testMAE
5.8680054837395765,16.68437734033086,1.8797971129198359,3.541061149077058
4.314598345350343,9.646770411089598,1.6587013809065612,2.478013350946142
5.797974205335805,11.277138707614123,1.8879119856825193,2.9963524085635163
4.87311988398096,10.058121488067249,1.675313967129244,2.7290660454258906
6.304647655496593,10.127600512014954,2.0013860919360553,2.773247881569959
6.212437659907052,10.672193420715768,1.9402504723106673,2.831476034699704
6.163485171011388,12.808899331029327,1.945579992731519,3.19168604811997
5.687298240772015,7.365641084471274,1.820591277967244,2.3272324494173247
8.064259592713386,19.46775433812248,2.1729322804223394,4.015039250673911
5.334858459274657,11.160867881729182,1.7995471938567684,2.9676156537834655
