trainMSE,testMSE,trainMAE,testMAE
0.4270833333333333,4.054166666666666,0.42916666666666664,1.425
0.4666666666666667,5.920833333333333,0.4666666666666667,1.775
0.45416666666666666,4.779166666666667,0.45,1.6083333333333334
0.4479166666666667,5.483333333333333,0.45416666666666666,1.6833333333333333
0.46041666666666664,3.7916666666666665,0.4708333333333333,1.4166666666666667
0.44375,3.975,0.44583333333333336,1.5
0.4270833333333333,4.291666666666667,0.42916666666666664,1.5
0.3854166666666667,4.966666666666667,0.3875,1.5666666666666667
0.41041666666666665,4.804166666666666,0.42083333333333334,1.5083333333333333
0.43333333333333335,5.0375,0.44166666666666665,1.6583333333333334
