trainMSE,testMSE,trainMAE,testMAE
1.9218999155246952,2.1265583199269056,1.1128574144822596,1.2292836669250422
2.5945517981999484,1.8224829396829925,1.2397452565705143,1.06682917298263
2.1180303177749185,1.87222426924064,1.1169808085502884,1.1176517295222888
2.3291225269285722,1.5414894699271724,1.202881010523663,0.9941230767245253
2.3262049036142356,1.8070976436511428,1.2974065878345784,1.0572991176802586
2.3998686969519345,2.2486865207122686,1.202984791821721,1.216118694113304
2.8424554101610227,1.9739481393778138,1.3711312441629535,1.124280446091712
2.2026517637069216,1.6351841633205424,1.202841435301426,0.9777816304909756
2.6076423046219324,2.1386902986799043,1.3027070680607398,1.2148180887137843
1.916265527993144,1.4716437575940777,1.0879722357350678,0.9409765601631314
