trainMSE,testMSE,trainMAE,testMAE
0.44583333333333336,4.0,0.45,1.5333333333333334
0.47708333333333336,2.2875,0.4791666666666667,1.125
0.37916666666666665,2.716666666666667,0.38333333333333336,1.1833333333333333
0.41875,4.1,0.42083333333333334,1.5
0.46041666666666664,2.2125,0.4625,1.1083333333333334
0.4041666666666667,3.5416666666666665,0.4083333333333333,1.4166666666666667
0.44375,2.225,0.44583333333333336,1.1
0.48541666666666666,2.2708333333333335,0.4875,1.025
0.4166666666666667,2.783333333333333,0.425,1.2833333333333334
0.36875,1.6333333333333333,0.37083333333333335,0.9666666666666667
