trainMSE,testMSE,trainMAE,testMAE
5.148705214935723,10.026521375760522,1.8345036782200004,2.447167209097496
5.743766120235078,9.75722508690549,1.88377456282257,2.384194635279828
5.559512374973966,5.365089271098153,1.8950517818504304,1.8723602303590954
5.3603738577773985,8.729241724015395,1.808784124748947,2.3307335234373268
5.535419248704329,4.639740467923537,1.8287171946373353,1.7502843837440618
5.281835660594817,7.816171800896674,1.7748305539084577,2.2741438790210866
5.541100462790752,5.49904967933801,1.869299312659728,1.8308410191350055
4.9013825351844105,6.5692249561145895,1.8030267973618448,2.0250967756317606
5.753264051538868,8.472506157750397,1.8346420069329203,2.308142804718704
5.315489277931318,5.919869835223986,1.820385745701521,1.9452102897364567
