trainMSE,testMSE,trainMAE,testMAE
2.6724582774463337,1.9469006982513901,1.3067732721667904,1.0947138326853236
2.08126549331003,2.98088890015952,1.120161487282744,1.441737118119111
1.8789011865623562,2.671338475428319,1.1090988704182592,1.312400472498767
2.516873687934136,4.537053535980729,1.2252761010128357,1.8430232387719097
1.956211056415674,1.8615531870516775,1.0957982306437537,1.043915629054057
2.351955084245359,7.966899640109186,1.19646500023363,2.571827764384225
2.815556828130382,2.2469463113139265,1.3274546798565936,1.167743150911029
2.4819104130302976,3.782020254530841,1.2578516777609368,1.6686001930002083
2.3685212388093073,7.696291580092929,1.2065442224182474,2.5562932889411596
1.8627017441794982,1.8797847441190259,1.053531928883553,1.1000678236558663
