trainMSE,testMSE,trainMAE,testMAE
6.453263300439915,8.504943324911482,1.906751373869581,2.3099306459839526
4.490621830558876,12.076526102838086,1.6177831874027466,2.7279081763739326
5.2977356368869915,10.61027561158394,1.7683963630196553,2.6139751016454698
4.249828388738014,9.015686613678131,1.6060001013488452,2.334839041999692
5.107101887939162,8.978493200775482,1.7559230870183176,2.295030932016467
6.30533169576951,8.190346645746342,1.8876302355586698,2.2370493334872923
5.083569240167376,11.763314370308226,1.7917253793353651,2.616429799238977
3.833247274501763,8.120881232714046,1.4952622012165595,2.208226379931064
5.518261393435209,11.051803912093135,1.8150377232997565,2.541207505058522
5.243464371918537,8.932482926703273,1.6990760862278762,2.161364116986552
