trainMSE,testMSE,trainMAE,testMAE
0.16156870890465427,31.46864163623733,0.28770989654338464,4.678086499373118
0.023595506017776324,18.37962568444976,0.10480948465060344,3.220213762919108
0.005846616024153397,25.868389716537987,0.048241616350359624,4.031894787152608
0.01343311002471136,19.037180692126377,0.07823783528488294,3.3813891490300496
0.0017326050781910913,12.34979645668664,0.02248891581476262,2.8324374596277875
0.02364888874625653,24.496506001659984,0.07938698962726425,3.8962165117263794
0.03203878941244622,35.50253279666266,0.12879138921214417,5.163640479246776
0.08417958552878438,55.12768945646505,0.19724199202208392,6.577542346715927
0.03808388840301364,33.531884435018,0.13725525720984535,4.776118282477061
0.002569938709451557,54.64315717406051,0.0298188523908632,6.98999121983846
