trainMSE,testMSE,trainMAE,testMAE
4.01561715496526,46.073789109362934,1.6171302674911534,6.186327299596609
2.812850021541316,40.50667236277725,1.3264348877218377,5.809334098400806
3.827296886457334,18.31038341150621,1.58197029055318,3.7441115294665
3.5097328514441655,19.66716359672982,1.4750909228398599,3.9557679812247235
4.865518205670829,20.689741245664226,1.7709873106800231,4.003224116844249
3.2334507519347757,25.612114822858736,1.432736433450569,4.340657560480712
2.900752547054544,8.417315180419255,1.327772356568491,2.500508976366015
3.111612328767087,10.24686203005494,1.3864677741736595,2.742699283783526
3.802311011946236,17.929312877858727,1.357603395353853,3.5327541445446093
3.866638927760542,43.59750297738586,1.5810766250931403,6.232243982450168
