trainMSE,testMSE,trainMAE,testMAE
5.199606184245757,6.914777593430042,1.8076815837097058,2.108477380210892
4.166334296110848,9.001413816521957,1.589496071136387,2.2749385960302138
4.434078619864405,5.1937029954275165,1.7039751605534843,1.7960684022052722
4.060520369700729,6.555597254191228,1.6078171870059308,1.9179091023607
4.237752462129341,5.837636421021666,1.658100702926345,1.886739729822216
5.0698960611707635,5.3920591377870135,1.692513220448951,1.9086435425149422
4.692767699529024,5.608266336469091,1.7236713342551346,1.8509523818589773
4.129685911394892,6.606820048104897,1.6338800949449008,2.0619252415678537
4.969762100779381,6.699481062976231,1.735582958242905,2.017356239395737
4.056598280407528,7.461056387163082,1.7060477090463981,2.1573013877274643
