trainMSE,testMSE,trainMAE,testMAE
0.42916666666666664,5.0,0.43333333333333335,1.7333333333333334
0.47708333333333336,4.779166666666667,0.4791666666666667,1.6583333333333334
0.38333333333333336,4.633333333333334,0.39166666666666666,1.6666666666666667
0.4895833333333333,4.554166666666666,0.49583333333333335,1.6583333333333334
0.45625,4.908333333333333,0.4625,1.7666666666666666
0.4166666666666667,3.2625,0.4166666666666667,1.325
0.48541666666666666,3.75,0.49583333333333335,1.3166666666666667
0.5166666666666667,3.004166666666667,0.5166666666666667,1.325
0.45,3.0708333333333333,0.4583333333333333,1.2083333333333333
0.5458333333333333,4.6875,0.5333333333333333,1.5416666666666667
