trainMSE,testMSE,trainMAE,testMAE
0.3295890594761209,28.397989249496725,0.4244038383517645,4.289352488517761
0.06760860825324393,10.028595325510771,0.19627097433647223,2.3872777303059896
0.35730001281453166,24.64475049521176,0.42177718614054993,4.482713083426158
0.003536811891619267,11.737989845039833,0.047851866325445934,2.647795589764913
1.782499126972231,17.6594857564953,1.0291721504346458,3.7831230839093526
1.196792419152659,7.744272276598012,0.8788910481782086,2.133789372444153
0.3866549055494523,8.60780003546774,0.462311303721065,2.616218368212382
0.06326530250681164,6.675505060975828,0.17073627910782804,1.9758193373680115
0.5284704853548129,6.222751157805874,0.5490169060968719,2.05924399693807
1.0006092283931693,8.767139388999142,0.8119212884818559,2.6102469126383463
