Lambda0,amplitude2,time-scale2,amplitude22,time-scale22,time-scale3
1.693813574260847,0.2940342953239188,32.019755133636714,0.007857178732741991,10.480981418831572,0.6322419860536957
1.1995867609309472,0.18870592888629814,35.3910473314137,0.29838262205340216,16.03958165344411,0.6218419638408724
1.8588309933650202,0.3719299719741176,35.176099997975285,0.18940912377240565,19.46803594365973,0.551948935350659
1.5637560347873263,0.34094970397716523,27.653566326139458,0.23037091103433469,9.186424817990877,0.6499297664195028
0.7969136176634978,0.3333205133537308,43.75428985990669,0.0730044149414814,3.5935325360246004,0.48709066842419474
1.858412773350833,0.3178887424922532,29.068428425159674,0.16004038388293357,7.958494893989969,0.5398519319750511
2.947690687398517,0.518311418937527,46.61792601909058,0.013345192680378743,16.33863886473034,0.6113045197981909
1.736288939967011,0.3961487806090927,36.7556197744636,0.04474578362923174,6.881453020116958,0.8169873294974863
2.2048896156956364,0.3001667690465584,38.15996527761625,0.38088121993925794,20.566495362549755,0.5286373689085311
2.4658246928070833,0.4062206160561958,36.34584930940016,0.07164442905238622,12.158263553326593,0.5622256167349974
1.4128397275617777,0.3027871551252943,36.35168885750148,0.3825870535151197,14.31038871573317,0.4048085574185088
1.1097539137486432,0.6094988045250572,37.16456495154094,0.09108873467296821,14.30976666708744,0.38184897134461665
1.9998688213767921,0.3886610844214157,27.83049248973241,0.07586714788395373,14.27615970208557,0.4197251135736785
0.8488140069540967,0.31662460626828814,36.98443872952521,0.1172498573124031,7.55250819677116,0.5709309943498889
1.263592006144583,0.43946938769639715,43.50182028220913,0.015011445057340889,17.56069628556694,0.407306328837695
2.6247601837774908,0.3059391407644063,34.98829862669271,0.13928273340575006,2.8996316376094295,0.6520849703662446
2.23356892442893,0.31037138750721355,36.29763161365502,0.11613321891687008,3.8179293003092587,0.666855063961091
1.367825431371582,0.2785137425540374,49.197730019525316,0.013820075139305828,17.751163647205185,0.48505033111807777
1.861965039969062,0.28053047153343186,30.637193811424996,0.016371564785958533,5.890473153484065,0.5760668178644812
1.6007652999677344,0.17993875607992527,50.2344252162825,0.1805115504552842,9.220714658781706,0.38405069213265897
1.694182016213598,0.24215114762954654,44.47799253900454,0.05379331420324417,12.366838660487552,0.3303654535175021
1.1466663401280621,0.27054694809956104,30.32415336983673,0.05116924913179879,11.112704117473752,0.3914575960269086
1.6736015675082825,0.4110295500231788,58.527481869667156,0.007328260414221132,13.46472337541674,0.4489526178053192
1.6567327196743697,0.22676600026000446,25.16038909909842,0.14918210396372494,9.891390026942396,0.4433728443656502
1.4882236805383415,0.18607624365543393,29.282884892462395,0.034425979342045235,10.73941501633788,0.5636482093377
2.7739794703430243,0.19904344431252965,40.94243113203277,0.09590640746853965,16.36928481582736,0.4669609792211956
3.126584180783997,0.20230991084717218,36.16921268332997,0.05491288879536539,12.926741080354077,0.4491450109169368
2.6243219660335324,0.34313270837409604,32.02289893263105,0.05740159200597797,11.379466212694775,0.4504064137009601
3.1497085800454965,0.2780368617993065,44.569857259427046,0.00966249640628338,12.117146768758884,0.3952832109194962
1.449212269449907,0.33789091341122846,25.397204385555575,0.21572438341440012,9.818517986446262,0.4310643015741984
1.4717547867948813,0.33097140750679777,25.309453226646525,0.17546384479709606,18.822898239905744,0.4337015164123864
1.8795249220993242,0.3886751439365888,28.286243943245523,0.03719831918677396,16.446472081349913,0.4717542362637641
2.5525607450699144,0.2646240620052063,36.612749941961305,0.03134691160251812,9.026485311381922,0.42332504881885114
2.0510514111431393,0.28410914713200147,21.850582819162952,0.14635858619431524,15.597334468298095,0.3937414702061569
1.4725941410916812,0.155950570337151,41.13445414572281,0.20962742602627854,13.447154395020068,0.3983468276614374
1.0955599927757842,0.16383383522860878,26.089985253740558,0.16108167860386047,11.305078491955888,0.4889416622307263
0.8938571156491087,0.36039656214998317,41.94759793564132,0.0363642650578067,6.454797992151734,0.579727210825091
1.0107012572522571,0.38072762155150786,49.6358224756189,0.018824845909738378,8.26261164414348,0.5422574833919424
2.559691536488243,0.6982767827455882,31.661252204196355,0.15335924117823072,9.566596984610799,0.32542320725616136
1.7300695857843598,0.9102538785883232,45.71524799576902,0.13794621577634159,16.29875297260057,0.39852036938769103
1.0756121147579565,0.8132457671003502,31.107050037755805,0.020307613683525624,8.694871325857312,0.4573066837906424
1.3280973148936346,0.5245755819246255,36.752522942526944,0.017711082988899295,12.836129112403398,0.571774811240265
1.611287553884815,0.537008606623896,31.204873202731434,0.005338282567689105,6.063316580061031,0.49151487732383536
1.8422612405671956,0.7333137252037811,39.89216541481121,0.2774859005636407,13.4368829970868,0.27976362094608204
1.7485846242479632,0.6432843061362024,28.394634989623825,0.11541918094956617,6.812165498704569,0.36093153863318117
1.3718981545798026,0.49335538892811903,37.27394779362556,0.22375623707864323,15.13880038829079,0.4678278165641296
2.40551014220197,0.974687132985155,44.196806334072434,0.11694896794525089,7.876124598884076,0.6056143991405282
1.5420158326784799,0.8798810064738942,50.53013803102598,0.04690603213532779,8.520135591914237,0.559049296328757
1.28260627180937,0.58708348266639,23.662471709958805,0.14811589218993285,19.56082504103193,0.6361638257067761
1.4840642861792788,0.22742785970931864,47.28939360473455,0.16658588729252918,10.89602759961849,0.7653196394178917
1.3701748017674078,0.4775043062022918,34.84364886173601,0.00484191364270641,8.611367512402689,0.6097222857155045
1.5980283172002974,0.5349478518026983,51.95647009070474,0.056470961256905,10.811787868579447,0.5109234408367913
1.4095009323245873,0.5426354622594886,27.605189523250516,0.03554916178530664,14.40720529280761,0.5303526259610621
0.6608820612350202,0.46182586786797813,27.02925267840888,0.34279480618451413,10.571323751598602,0.42372638484254327
1.2147282513774462,0.44752440290658163,58.04965803364088,0.016082420025562476,4.009964113069789,0.9125776945980005
0.9474792611733042,0.43107435049623466,53.26177832853959,0.050216998153866724,9.23327087313682,0.7841443211104847
0.9259657993862341,0.50336046181093,50.00419974525383,0.02024149424404506,13.253269743534933,0.7104034916991459
2.514391585729611,0.45157039251001985,23.37581355479613,0.2698974580797271,15.72360019116167,0.47710287735091894
1.2831213439029936,0.28534557859824194,20.85521654243052,0.03748652680970449,3.2020714545777573,0.7762474190348385
1.1628946072671351,0.39562609286204875,39.03786167310391,0.06565299608285774,3.7822128112730065,0.6549480886083995
2.057569579300715,0.23466028605489553,37.063664872356284,0.005148839812844914,16.755738161162164,0.5008088370658403
1.5006437873123812,0.2330323676972125,37.02369406622523,0.18489732383852814,6.795407349126137,0.6383999897350063
