Lambda0,amplitude2,time-scale2,time-scale3
0.879067821272489,0.07421527818228628,4.792494108037469,0.7648585383187257
0.9426447258021466,0.09238119281181853,12.98116467622774,0.7380366607659881
0.9810876504534506,0.053561424634258115,3.857073010043547,0.7525411817685235
0.6017119958456919,0.03203017530467666,4.402147637041942,0.7806216527243053
0.8448242293937037,0.1742609905496755,4.37528472551076,0.7601661077092973
0.8323385922133485,0.06122196154936989,5.512591245619636,0.8528131181515862
2.291678180352427,0.08098982570804737,7.50408659728042,0.8292302095696751
2.1070748233830914,0.10819738044833285,6.030561288461031,0.8083348337890477
1.7427583754687714,0.05645008296001305,5.151869092836289,0.6236914054374111
1.0853744618239027,0.06270657632134277,9.249948799759528,0.5985446338494907
1.3026609936796032,0.1497334219544529,6.177946677852329,0.6689849374308625
0.5639882320060515,0.012927864624587409,9.896702557284888,0.7370482449793974
1.1493710267597976,0.08743619671999767,0.9864905129572761,0.4595055437883492
1.5474186423642455,0.0902735169025251,4.862830511286133,0.5672124912864203
2.975423730123229,0.18965967800680658,10.430091156878008,0.5569510735029426
1.6892708957774032,0.1920805112448633,8.07442124893295,0.4843271869836606
1.5157698906817458,0.14616125045450729,11.96183930382471,0.6683223080638357
1.5928762709868167,0.08648991070575732,3.4646858444074566,0.6295763815044488
1.3837197239390546,0.10860951860916356,11.828687406996652,0.3482782954998405
1.3943007236749418,0.194290279901069,12.244426672972606,0.3853385375874976
2.008334882060601,0.26242233226160816,3.9438931714507977,0.40232942746525635
1.3911192817811568,0.25905127811568407,4.8324294611292125,0.5143594497060777
1.294426551100665,0.11616443811204966,11.983158365641549,0.5521937946689052
2.183619272384505,0.16227519855000958,3.2946069620899276,0.46899075837199533
2.0557169543123957,0.04004318590059622,11.589814650743095,0.47735343481765813
3.196451014931814,0.1111865078474202,8.184297256678882,0.6233997171141307
1.817500031899668,0.15076348292537253,5.161926070157618,0.6260409724900415
1.3038496865291054,0.2230251568229402,14.987986089299444,0.44924789732245046
1.2560082431698678,0.06269048630404635,3.6839402681895814,0.6226500340156402
1.7757599918130675,0.06884145605034164,1.8662870030075083,0.37135798467757847
1.2004384902260257,0.18918624594782968,2.8464085471597853,0.4682941275095412
1.1381661557012897,0.17884597854669748,8.440199244208296,0.5383021242665523
1.2215619422794837,0.19194772511025932,5.811622706011406,0.6684939224179925
1.0096198450553187,0.12319265904010081,12.808687705907891,0.5090005762834633
1.5342251216980607,0.1614965551893215,10.445039019515233,0.5848829205979045
0.6740860319225481,0.28844986767023667,6.44100130532713,0.6833064687553323
0.7505839536713272,0.2637610887768422,7.830939855541852,0.6462151341340218
3.3699173294465097,0.1250144580781914,10.61580412612398,0.4794565313740835
1.7603906235873712,0.04802747317619783,4.535758432897758,0.38317437716793895
2.5220823164055988,0.02791829446290367,8.18782737406905,0.4187858797669816
2.8150764964755344,0.1408150691383062,3.1615892564631247,0.44933373975602303
3.5116861826989654,0.04244171856303498,2.3324653788773517,0.5543224153984216
2.0040140812626808,0.1193680243231481,4.977922602950822,0.4729231021001601
2.090611986529171,0.07918951382676191,6.406263107295477,0.5423672626617151
1.269894211469957,0.1033203447669071,6.3130942748396475,0.5080783094513796
1.2021923467379219,0.055629400604080656,9.098394439520712,0.4873082287758661
1.4821966882899813,0.2549262173586172,6.088170869474872,0.5862449407281259
2.086223590948343,0.25906005587248765,11.402149884217522,0.5332767279252342
1.4029196699160331,0.2161544066820785,6.337758789730854,0.5948363835065729
0.8600280922588943,0.3606563066182362,11.236872621390667,0.546927662588071
0.704501973607329,0.3949871689135879,7.460869935136618,0.6075647979420802
2.8077229423217127,0.17357233635877214,10.232763227249908,0.5548428300050925
1.6567048219656428,0.22738292411207045,6.839389713511173,0.5083728612418058
1.3907176015853755,0.24077772370586262,8.456057781215417,0.5978205577455322
1.3330585012300553,0.12750336109217048,10.708683806331234,0.48418726667054846
2.2860216766462518,0.16945652950391402,10.454860694079317,0.4662048560805049
0.9176003352512624,0.11927036690094542,10.204260704126956,0.47963485847777965
1.2865130196163233,0.16293872487912375,9.701564825907187,0.46590020261979087
1.7584180223227943,0.2503990004648709,7.110554351245631,0.5042575565859543
2.1518022303581734,0.24501494843442367,7.518444821144191,0.4744956346670984
1.4060796683204053,0.10644093979226847,8.504195024514905,0.5352189836306662
2.1135195449095048,0.2706385170449892,13.936802546334597,0.5135663386513207
0.7496639280148063,0.1411226379637184,7.508969213523883,0.5452766443372177
0.9437554413208027,0.24108151588672505,6.209907015464734,0.47111540968970944
1.6780898365875636,0.28870666866023736,11.065005423287614,0.39433495477824465
1.8579750407514362,0.3296602951932018,4.302158956307887,0.5351673093882005
1.933822149825173,0.3226609448653361,18.238588754995302,0.42875799262938813
1.5747697121373505,0.35497576363246325,7.5690286449459725,0.4860462548331978
2.0660380428729703,0.2640011038816372,9.61732674551479,0.40512317823586397
1.316540290642884,0.17779795446050778,8.175692125493793,0.5110603667218271
1.660136020626594,0.2137426003966929,6.592620888541062,0.5718893382685487
2.62812481901569,0.09622398789486934,7.2715163528025775,0.5669797398990604
1.8348958833778428,0.19602762607928934,14.98384312368328,0.5937752221222385
1.8257768193904418,0.22538710200007095,7.068650291391881,0.5518134528410574
1.8957333512863548,0.13730802700227207,6.992475125746337,0.5159106850396922
0.5545129286028198,0.03978081386804263,1.6493028807225827,0.5081725455627851
0.92498732342137,0.23839778998968023,6.702018501402792,0.4905837606412976
0.9255772371518883,0.09187851791569143,5.3950549130194805,0.5850247630610306
1.315503083977658,0.10634496662065888,12.693233278847538,0.6634388465021813
1.3375361279850746,0.028886534794386756,3.90950477879389,0.397051239095619
1.3886795663898543,0.07170688591043006,10.420444893882072,0.5826749395457128
1.5852180379467775,0.11796972552849644,4.391124611423379,0.4961878167966506
1.9426494188715921,0.138815399606968,8.888878455241557,0.3951550730035136
2.6494479418787433,0.3143396254553641,5.2183851065045435,0.2790672205108056
2.6113901041136955,0.35912340550093264,15.909186323339679,0.5472630038965488
2.239475078040852,0.3144674726481793,13.872761754031835,0.5447130207801355
1.1377650762134173,0.21615256802205648,4.303414412256925,0.419372126768621
1.3421011243293524,0.09999039449687688,15.184420349851285,0.4336249961705037
