Lambda0,amplitude2,time-scale2
3.1836952341482423,0.9689629837691026,3.6261485096810397
3.4043825279176705,0.7166692458335606,5.154988889474472
3.65573508553997,0.8343082506563274,4.474992681924837
3.8262046333332065,0.6579437496965556,5.562318170581101
2.9885397554559248,0.8331805006437608,5.68206285644488
3.493570677767739,0.6033509317757865,4.71277849781548
2.778661366009722,0.741128499985633,4.189494453758051
2.7121886271864764,0.7883586964306364,3.8699981639304366
2.944834613022495,0.651467538840437,4.14241360482786
2.048026112754805,0.8560701719164578,3.9849455665872666
2.2780571448384555,0.753779602865192,4.073406706127944
2.142657121765663,0.8905770474647177,4.3412849773654525
2.844467760288905,0.7945095956382533,3.3803294041441148
2.319879555251711,1.0855481227093384,4.900108989752044
3.3392483332931966,0.7976641380082208,4.273660701215704
2.5790820508610124,0.8725069463690488,4.129820327010875
2.9560764803988833,0.8847965287385383,4.133865666802544
3.2503774734444493,0.974994594248929,3.7741439192652555
2.922279207840276,0.9715411658549628,4.072521904184002
3.019681311962003,0.7982069636480787,3.248064783648561
2.8805876067153107,0.8083209413560517,3.5885930642201345
4.0146004594107785,0.7754669565715281,3.666780196227746
3.412886744756195,0.9258774456950668,3.548524272907472
3.0568214982344055,0.9746809922782677,4.58803288570595
1.7494437819437538,0.9889437924811945,4.656914940605942
1.7621959147956545,0.8832916662660083,4.130844942673873
1.8286218238030598,0.7365266519552344,5.18653159669691
2.0306312455351354,0.7442768228812134,4.218461835322589
2.267177466889404,0.917527474767111,3.5695277347963774
2.24784301065637,0.9913535567520048,4.683111009449465
2.5533836402688026,0.7194990248397739,4.630651746227746
2.857865399135497,0.6396752514265406,4.1114790460435735
2.6989009279329697,0.7946135878302927,3.016914283883752
3.0148649319424408,0.6411472429846269,3.6205219652853757
2.5128140897733533,0.7187821982260735,2.910672336364189
2.5743240256606046,0.7828447404289497,2.810458492427652
2.7575732825909185,0.6152514234628793,4.131632251304384
2.7612004232682135,0.5969003208522256,3.5377898076352903
3.4327370598959046,0.6850324177744861,4.987364632379592
3.031798129850618,0.7682233674647638,4.676590022213599
2.457258615124179,0.7621222902233656,3.606594529355783
2.043053393662769,0.7344521195020202,4.624662511155552
3.035200678463229,0.7047349677024406,4.5900708906827115
3.9343096745205366,0.6031101102933804,3.681301208586087
3.5789064676089386,0.8360450778319234,2.8449379315086474
3.6978976318553625,0.7123435759089572,3.769014613752047
3.6016503119973415,0.7578405459389972,3.4985538018130917
3.0825386380466733,0.9723411092726172,3.7933372343017657
2.879698044259038,0.8143728287870932,4.406738565955492
3.192203393848694,0.862237201117415,4.17701055069781
2.3805322417504655,1.069417261691895,4.106364796939144
2.430841458194842,0.9497769212458568,3.8409087490532086
2.5568970331683296,1.0431370573991006,3.677950401464717
2.885719350150773,0.7981870239674931,3.565422837717407
2.5132183699502515,0.7492326019279221,3.439771502412248
2.682809045345608,0.6815513451907672,3.9258213574266017
2.4459823135017524,0.7730922721404005,3.0751778913940546
1.9301996576363016,0.8302098243700614,3.5990141779263713
3.2859381422914953,0.836561428989981,3.8073677884843415
2.512752516907051,0.8246270080832783,3.8252329814299486
2.7869990655133505,0.6788788867582592,4.886847911656891
2.80507077924063,0.5766578525794519,4.908693229208705
2.8468518520019273,0.5435362227956747,3.835552439417934
2.8461985345435563,0.5733032819950301,3.4255284950972786
2.0852336733148467,0.6730373830159105,4.146112473476367
1.96428408704079,0.7448948236998928,4.463880492460727
3.033228778738269,0.7963926391010947,3.2105369603485627
2.8390697941089473,0.8637744411579663,3.908627841400098
2.90369284467293,0.7935179662068721,3.59942342894223
2.406375652849313,0.7533195060765165,3.735055142513388
3.25335302905127,0.7572771850184076,3.8793953885802965
2.824528595991276,0.7719857367289114,4.641055631852288
2.9723790178251823,0.6715503023035104,3.9678443872703673
2.8441099952587408,0.6771922793116832,4.242824223631794
2.6484829329294,0.8231033365045564,3.6553712726150116
2.835829441946012,0.7405705484336599,3.107726732945684
2.6283582295669405,0.6614655795446138,4.715926242915517
2.8833707931932584,0.7226682063287705,3.663094068399307
2.649313130829,0.7488837733776121,3.37777228522446
3.356819352773472,0.7363818448276835,3.6850488348022843
3.2281998637310605,0.7457763752588139,4.285357067544073
2.9909519063366576,0.7906052405320589,3.9128902299385584
3.1632506885383527,0.5546409462767509,3.935355026209636
2.7093290855427323,0.7355697618481293,3.5347090537185344
2.6672112203457172,0.7878559113369528,3.0569357792161975
2.9226068533604086,0.6466546128630034,4.253493745502569
2.9534201098340715,0.6719855531973292,4.648855751205429
2.6721013169018026,0.717617132631604,4.135719651449188
2.9054748359742635,0.6986905361768518,3.7934274166102426
3.1333326274860043,0.8081876553679401,4.858755046491648
3.2877795257141385,0.8543397610732862,4.535116735913613
2.8204899891947455,0.9098702878473914,6.616854535131842
2.662897188804542,0.8177835169986586,5.92495612263571
2.506955013008331,0.9455186771894323,5.393716544273398
2.0122626554322816,0.9271476303563533,5.809129911184516
3.0795486521633286,0.7443343232264341,4.387840794664703
3.097144191593367,0.7539683485004592,4.240655545865216
2.667004328871507,0.9784913663209419,4.438902831410421
2.8933041168397375,1.1173939942820805,4.111629072371335
2.9769175469774485,0.7837429586318763,3.777195618357153
3.3518625892249028,0.7922339357043799,4.360435088883073
3.217510943677813,0.8334544266424547,4.219536367203586
3.542537767249665,0.8112795489004948,5.052649651989046
3.5094492679920535,0.8840842966654564,5.079122595697705
3.5214114704095727,0.933591197856093,4.449332749433618
3.689994551965861,0.9401965286534244,4.98355002547232
3.246735149512957,0.8941008950797698,4.597740265888323
3.5432501109368713,0.702157171691117,4.60273854643161
3.210643986416384,0.8605391571407944,3.6837595967976644
3.122251995145704,0.9439775190374508,4.424568410879331
2.8758914118484653,0.9543391480866318,5.1406750413300335
3.0854062931136212,0.7777248229638362,5.124903822446532
2.750403474390257,0.7857406203103895,4.4096077371248334
2.483037307334585,0.9360650128349649,3.7962518291031286
3.200171753328488,0.7860501605348283,3.0373304145921485
3.1530712821164912,0.7474429376963437,4.334141302114623
3.291602823680583,1.0378644174535296,4.810685712293621
2.767401058011532,0.8941830868125078,4.686537234175416
3.1278681568757634,0.7155325278702249,3.76497742439102
2.4775263205798024,0.8554821222061737,4.811619487336412
2.275386336026106,0.8445691127322267,4.444268518114437
2.4773506737223125,0.8406164894466785,4.2762938822130225
2.9127967288910774,0.8694678156186023,3.7300406466362026
3.132816830621936,0.7656265028101021,3.9108578497237283
3.053731483122678,0.7268519800918838,4.754901677615618
2.8818168436326648,0.6748042393133544,4.479421502646082
2.0748960016217874,0.952287767489109,5.309402868676207
2.0508418613491637,1.1430344190469168,5.265439209795692
1.9541942930128378,0.9059572962335505,4.025315912219196
2.371759168829485,0.8811089251095,4.341850038322618
1.9586210659831924,0.9336905820177932,4.2281144878178045
2.907374742723658,0.8580047720533767,5.0893711161642985
2.5646937846467552,0.91225711442444,5.1048894261131155
2.3717190532771713,0.8775662527402056,3.6761489720367386
2.2246566777910686,0.8706581461931401,3.709784433886225
2.8792977664694788,0.6547110328274229,4.351176761604768
3.0045320309871397,0.6365895748331667,3.854135388591999
2.611756112345382,0.6904129179672527,3.719503160989492
2.4768836453936114,0.7167047910473847,3.813208311678545
