Lambda0,time-scale3
1.6145345975249792,0.4608619151351677
1.4344784679295868,0.4023083448446341
1.1288577492423688,0.4510421603152464
1.6746335608729912,0.5272199984348599
1.0876042777669597,0.5328323078530659
2.063226262686887,0.48970127143102893
1.490534376167175,0.5884241739304902
1.8645701327277844,0.5277930678725277
2.4081263289427737,0.6130069860602869
0.8568368551337505,0.6067178789393955
0.567788317040113,0.48617447963564087
0.47422490147129703,0.6429549398838724
0.34253807685679144,0.4819556850037675
0.7492233736640376,0.5332991533622697
1.4546260635642068,0.4272865573738283
1.301816614430195,0.4393859323988735
1.408801042587358,0.5379851787464816
1.7467494294920576,0.46526815810645705
1.161704169748176,0.779241462534395
1.4463975956620676,0.7827872372958127
0.9324825498816228,0.8042683090253339
2.0559108695141077,0.7135807722203286
1.9237608463373186,0.7036712016911213
2.2789725061190214,0.745240163014408
2.084568014746439,0.5602369558904804
3.8044640730752697,0.8798421191050607
0.947074529073458,0.6240061970730546
2.2603729317662635,0.5651939153497105
1.5931514649537384,0.5677835281916493
1.2687140855768944,0.6865269922692538
1.9826781702930114,0.41780893523447704
2.2218256689374347,0.4978681363244759
1.6505787945282677,0.5861320192666958
2.3290639550739067,0.44343487252394087
3.78846970097008,0.3669609589491428
3.05774702902625,0.5239066877293664
1.425839510527402,0.6130305869001256
0.9067778039472325,0.6090832100014293
0.693330227974268,0.6521035527523978
0.7823368560018563,0.5100418821566195
1.058397362509517,0.44005133042942995
0.9376656346831918,0.4973354109596879
2.2750527877018945,0.6676625532502682
3.2739447294799855,0.6481794247257082
1.3469381470732793,0.49240781305096987
2.816334321338379,0.4068133659390053
2.5877594209519006,0.5729857795762815
2.402854922025177,0.3943332188584317
2.168983161687995,0.6457495216738264
2.405374967294822,0.6035064912880479
1.0741305003298285,0.5527679797103445
1.6709020637262881,0.5727953107655567
1.6872159695800921,0.6346805901846515
2.370519624323869,0.5190078733925614
1.9907888760923715,0.3704824962952231
2.701176044910764,0.41501899116920404
2.069650093443151,0.500024525653327
2.6081875192911395,0.400473058904511
1.986369870219121,0.3891847698510874
1.936502745561879,0.4035980837326631
1.144829438995842,0.6356950056191961
1.2088713537761906,0.5327713487785036
1.55323987202629,0.5648047255428562
1.4753910044972895,0.3440344110721519
1.3009801228245896,0.5525408446023556
1.1498044120226616,0.5978642897799282
2.1581712434432103,0.40376406984243746
2.6667031098449154,0.532180974724411
1.6327913989870007,0.4863659336623943
1.032364216203206,0.5342046694383483
1.3778131077112206,0.6451495224358054
2.0555481030117337,0.4492091723413607
1.1928255875748868,0.5968739887537897
1.2388413266031715,0.7158931579821177
2.1880605931549284,0.37960822633347496
3.8277036868903025,0.5480662863958534
1.0315878719923632,0.3845358358495848
1.0510751661504365,0.4054000285146978
0.7264606929025571,0.452521580099483
0.5967734877094145,0.43407562298998503
2.079288479187313,0.4546641772078588
0.7335095510345302,0.6607534402059261
1.578905256088823,0.413369513957
1.2283887358372554,0.5586292478469307
1.4006837065707651,0.5135521159305159
1.4285237157255561,0.6468417240058212
1.0925244165820736,0.5478668092704431
1.203391931610089,0.4637949354681547
1.4255938503094698,0.5387322757077571
1.1585122277177873,0.5620972564209805
1.720409386232561,0.598704844617986
2.615237637997506,0.5617357846952267
1.8851238903010639,0.44348149299016837
1.1169455420283971,0.5122729303975039
1.0679149996688453,0.5847187397030592
0.641954863338285,0.565748377700656
2.8576467071373197,0.6280464369705036
2.1220833663126757,0.6483369995653638
0.9826654443839452,0.5958299916846899
2.041127852713353,0.6418049682390397
1.2920614975714035,0.5347733062948439
1.1119290456473052,0.49914291155969626
1.2879460612937168,0.5776927884593577
1.9512356813119194,0.6065546454188493
1.0797792396410648,0.46572038014753203
2.1859700625835883,0.39916097352488167
2.8675875605840453,0.3155776938158214
1.6530064417809656,0.5099243741310822
1.8705818672846541,0.5525653283997521
1.893490192393304,0.3619383011575065
3.2543517317646877,0.48059859290455553
1.2519468157727476,0.26936964820301523
1.6193695568871178,0.4641428883564422
1.4479480117008672,0.5665943047025187
1.7315362349708854,0.379326294415858
1.0880090818440133,0.5411844696883105
1.2536068373819516,0.41501919916599955
2.6554305984972015,0.6884268229135178
2.388319241973259,0.7926417881253566
2.383688364636666,0.5863148220398428
2.3395117540854513,0.6608635451608131
1.3332629046107476,0.5157664730530914
1.7399232461291196,0.6689925377338589
1.6740928792988157,0.4050995438681042
1.432382505672577,0.4259307411667199
1.0254793280042993,0.4477421479461003
1.9773828168520036,0.4445558876832999
1.7841121428213713,0.538585345221015
1.5890460811778528,0.4788133722185842
0.7406504833465538,0.4743865044289288
0.8682795554854947,0.4139821965199772
1.8314849949301975,0.47226564487035455
1.96120776981921,0.5485201101344849
1.4573664700686504,0.4677760112529181
2.4769031111224353,0.4000811962613271
2.4086514939540007,0.43917096144739703
2.933272906194059,0.33455960427786147
2.041564415297134,0.2860189681445613
1.168216339386301,0.3956278000357669
0.7940079403091367,0.3806885455116314
2.5934774085399557,0.3765036700608103
2.149758869600708,0.3478713528424015
1.175554225036292,0.455253981940563
0.7002718743359316,0.3932378368598266
1.3141614967795872,0.573314014512274
2.630542969314009,0.6127402055602457
2.6338363331625985,0.6595312725966032
2.053025562293612,0.5605561233223446
1.3753320391945667,0.58052977127947
1.5532734729769275,0.5508135986099874
1.1516735642553177,0.38870470972440546
1.7486553614983569,0.6539685948471021
1.7480175517088055,0.6343272075109332
1.9948132492496067,0.39676756488202525
1.9871826528730125,0.3709493393951204
1.7375438831952001,0.4640260388756943
1.171821540472137,0.38857656882759506
1.4702996866663716,0.3466589090342373
1.4076908059378521,0.511024323101191
1.170242238547605,0.48273940374957675
0.835721028343504,0.48360438382003246
2.0550358386437155,0.7696789901080536
0.8576336719517602,0.6591073018283777
0.7421024303493162,0.6291234915109922
1.2507563554497216,0.6173155884092209
1.8188376146712715,0.4349124166092592
1.7639569209872388,0.43885669296017
1.3786772115405435,0.5363680534715015
1.2353167042508304,0.6227295396905523
1.6792011220874041,0.5617761717444006
1.40623151860951,0.438760213990447
1.448127724887509,0.48917585920188256
1.5010648119630794,0.6062175114290959
1.3081206975158939,0.6216622532388877
1.7142559044708996,0.7999098489637219
1.5126279764200907,0.7040935401447046
2.2562951891286183,0.5215021964840392
1.0361458627551348,0.5659476415386379
3.6357247236883907,0.5640094777677712
1.8912135879395056,0.6081307069442311
2.509426876015202,0.4742034042110186
1.4275179322280755,0.5195421176226653
1.1965073650076328,0.44812812380985734
1.7571436074361504,0.43132754945833973
1.7515661052011917,0.5040968716447206
1.0463980234256616,0.4988913676057563
1.7500729465731535,0.5517562176273354
2.031188953759933,0.3437893645994126
1.6151187044299211,0.553777194645116
1.788924900174927,0.5731329438977746
1.544902073666686,0.6080215567479069
1.4876522283162306,0.5512336311214258
2.20141108288526,0.35459112949839783
1.800173093151782,0.44634582800099165
0.8942351341198179,0.4095411477978855
0.6590769944399881,0.3630268574115136
1.2804940071085718,0.44919636468319374
1.2226860054999842,0.37743225577491196
3.153032394718688,0.49462214411958105
1.6279122373452766,0.43878258507712553
1.6717271456508012,0.5300778850087842
1.3748113982435846,0.46385353715674266
1.850576685030145,0.4733834260253801
1.610757435681047,0.395288666522595
0.7384989142193377,0.4408822789743868
1.0103773083539034,0.5099317075438267
2.604499780493948,0.507959422878926
2.560327617782092,0.5299891877502768
3.5076275167459707,0.5004380566752579
2.847767443722171,0.4336608435449145
1.288851049801743,0.5550835545977648
2.9591827546193015,0.3407411018522342
3.5878890868393167,0.5218070700004516
2.9166505615186398,0.4416915235503015
2.819295599033588,0.35722512700364795
2.3774894733788345,0.5068962361075244
0.9572066396162323,0.440799406120707
1.1018144196116082,0.5248502964924016
1.8976004714810197,0.5291194775539203
1.3475676537435353,0.5903714586452815
1.7257940754423347,0.3289177218775404
2.090285997896529,0.48742336190218005
1.5923900759290701,0.4419904908113016
1.7517206399045846,0.43984680756228867
1.564953401743644,0.5460147902348433
1.380480561742793,0.4444787548332573
1.155000647708927,0.5088659511016037
1.0100678191928558,0.47909192237484305
0.9035799513423656,0.6578788433450637
1.3746023058064225,0.5176929677950579
2.0357973049818123,0.48447442849609157
