Lambda0,amplitude2,time-scale2
2.2390050239515307,0.6932317093005949,6.597085813990391
2.2667539994973667,0.6817241316537311,6.83872685099195
2.3596954302255417,0.6231152060766657,5.40825195235661
3.2836653671921696,0.5831039114419537,4.399588751106944
3.031116023237416,0.5915097878192552,5.96970534939332
3.715458019629272,0.525564490893053,5.772125658804421
3.1619792232381587,0.4691512830713799,3.9312838466713473
4.435390270157761,0.6018761610876783,4.675274505235394
4.547699093164034,0.5708718678562826,4.17574669322378
3.666859330286183,0.541377077882295,3.0495990882858246
3.636441396257623,0.6116322844164825,4.357545614978356
4.520493546922259,0.7852242156431462,6.7262864400219975
2.6813004517414436,0.9315687715788882,5.123039535984461
2.8213625428908684,0.706666925798159,6.296613791856203
3.426905188458431,0.6494435817957082,4.173836751468769
4.176155186582574,0.6878039066274833,4.558956314328934
2.889499976291434,0.6588622083632975,5.425855052623956
3.8474812105713414,0.5699425666895318,5.254560055746641
3.4335937585713947,0.6743963369097052,5.8532936274269485
2.759396886884217,0.5604946511921066,4.768571676380157
3.6069781690665197,0.5744559008839746,4.8251793365836155
3.0044016852661675,0.6878637156115762,5.977339086398651
3.156393839266665,0.8780081851607198,5.704479720882974
3.0197988221135463,0.9949613906313741,5.73955760704215
3.601079563498628,0.8462162030076136,6.352379629148868
3.877099335881198,0.5603304337295469,3.905652107922942
4.287034399652158,0.5865736236344974,5.498024022891322
3.330494203534326,0.6017427212451142,5.403500486421948
2.673650450258536,0.6528128256775785,5.4777667187477945
3.3625133871805075,0.6852992165387741,6.405539872539294
2.849283126933367,0.5516257937003483,5.0752828156754255
3.726503033899914,0.5911456749798407,5.534527350036686
2.9763150264162213,0.6572826174880348,5.203302914301154
2.817599967981752,0.7766210761744309,5.669611177770211
3.476862951639026,0.5661947553626157,5.045862639492069
3.4152772072070547,0.701587630476151,6.057410515184442
3.1578713798955165,0.5781783553066422,5.252041935630605
3.1251340911716503,0.5923950178422416,5.131516654246401
3.780616404581282,0.5835905755728887,5.201106613005801
3.472168505243851,0.5766131490523169,4.205172265963254
2.748397781758921,0.4883521301183565,5.619751402285656
3.254951012395109,0.48700686544727123,5.482551516386515
3.0089777293016575,0.6234440822357751,5.313500027760552
3.0974661835434087,0.7567228046052686,5.0837993151073535
3.637547908962932,0.5400146352452987,4.4348876635252
3.430027232409618,0.6309727829688396,3.9438132319073937
2.857385858836348,0.8293868145933402,5.686683709784065
2.9444233765807066,0.7146504619689621,4.987503861783449
3.6302646303613937,0.7217429473774248,5.0304284807865605
3.5209913285350023,0.7070153187541354,5.266294846385811
3.2211926587754505,0.5141906737594533,5.658202344988622
