Lambda0,amplitude2,time-scale2,time-scale3,time-scale33
2.8456286605134116,0.3426614490872557,94.91118406155103,0.5317333043505654,21.010592327119053
0.8561801679747663,0.31732230584055576,80.90085651159959,0.5015380909384888,18.671056265279088
1.6489747935605292,0.20800926601063804,96.69414347879564,0.6691425249321109,25.282131122631668
0.4124533947701714,0.14327409097973792,88.89135277149902,0.6405634208437536,19.386234304508278
0.5127841238327845,0.2385208379828274,83.041781447272,0.6244737593133958,20.07165523445071
1.6226605639554572,0.2983511036608378,60.82837729282636,0.5086605800357514,21.87296974713652
0.4858068326561565,0.2840471478050052,105.44982288336209,0.6011156664588878,21.613625770973695
1.3388472853438267,0.30089619598564554,49.14882067953727,0.5956239564807891,18.468696155669456
1.5040063131885277,0.27487606051544317,75.76918923394098,0.7902398690943803,22.10690128187421
0.7835251916961384,0.2531015878795654,80.16100836197235,0.5373132590503779,21.143154570556693
2.6144934812653062,0.21185290743375926,100.06657813869937,0.5651320663540607,22.51070694573479
1.3759737159050354,0.21654091064275088,82.97137852560346,0.5387588852419211,20.78430056173269
0.7823243984591572,0.2236923952436839,95.09097164435921,0.5193776677059322,20.431471512579435
0.7082215821086811,0.22741611222421396,91.53907261377947,0.4845306574095168,12.307512144776485
2.4214105722050814,0.23845870947345174,80.84705232234137,0.6964844354631371,29.487236883820042
1.0286140273170148,0.8447261273907144,92.41449350235733,0.5183740081433481,15.799068437197068
0.5244224679549074,0.653966763335242,80.62516895305149,0.4447691786598472,20.89861678197286
0.5810030381909098,0.5516724301883477,74.86581110473375,0.479784441264732,18.552253486314616
0.9988344113078915,0.5041907524176356,102.92058393604503,0.3587140582816132,19.80328883355813
1.073928044160211,0.7237588885049085,91.24234691494168,0.42869387994710134,22.394362955204397
1.9058089444617494,0.8108161475386394,104.58429294224916,0.47032227316813874,15.00957393611174
0.8727541482917225,0.7792813181387185,68.58185259132725,0.5224957266933401,28.63097081214372
1.7110933752665325,0.939416900887036,102.77208671201278,0.5155678996401335,14.11389867664052
0.552550719490313,0.8379922053046174,72.75872209264058,0.5192283221828079,27.299849992280656
1.504251615395119,0.5747379022353869,87.82587963022846,0.5645182731142762,20.311081212924723
1.0044936821668267,1.0446186573862566,83.96931463642125,0.44660750304775265,11.777577687288145
1.2728064687959946,0.6973835915984625,86.0896026118977,0.3299496146138584,13.577880841376228
0.543383020104003,0.38643584089492033,87.76221899914854,0.5478727025183806,28.367624849949184
0.2580090499073373,0.8965107902541847,96.9129150869179,0.428201775739115,19.4009579064323
0.4505178090309927,0.29876591131301594,80.76495491799926,0.5077836411345124,18.058654650432857
3.6746618913076277,0.654987309921768,81.48966191190911,0.5091954180237865,19.76081304695996
0.9285913342355734,0.9501105850643476,76.75164546419369,0.48644669483478076,15.58519192339004
0.8368443884870818,0.5437624991574297,85.72015819881022,0.4675531151843818,16.550975575400464
0.6570993567009169,0.5073596237697213,105.22849471421017,0.5472720425108899,21.61123584545433
0.8445577014726615,0.32370532219354775,79.6276906088456,0.3611607265124599,19.397511492577703
1.4560719017185766,0.34511660411133227,97.11831465974687,0.3991240606840537,23.218110047236515
2.344650828139308,0.29192745885770893,95.80178667431785,0.2904067579342424,23.465653055009398
0.9907008822393066,0.2135829114486378,78.2787865103216,0.5160338989121075,19.533780952107
0.8852945748618944,0.38883901652997377,97.79499633050166,0.34195229125784116,22.127415862001428
0.8111453912506988,0.4418488921478282,80.01954029333663,0.4704905713645529,23.875425819492364
0.6406788462847446,0.513783399583054,80.16457151478673,0.5026060922667572,24.11104688436344
1.5669903088264598,0.5440268148024028,96.52387845838506,0.41835586250607776,18.459707410115204
1.4277823743487177,0.6206563628017109,76.8249319777878,0.4391404191179318,26.92525914877897
1.5380896920425622,0.3983105450834644,72.71075665352755,0.41635099581836377,19.53390114527288
1.0628173851030294,0.35668530505970436,86.74986969993559,0.39413526481420597,25.408095118092852
0.5448557493663797,1.0762412871252174,95.58705167662805,0.5161622271091434,19.142572072141714
