Lambda0,amplitude2,time-scale2,amplitude3,time-scale3
1.0060865160490722,0.478236562480766,21.689070847929973,0.9354514031044228,1.2744724671411645
1.0025085511910672,0.6004555095724187,14.13012496073211,0.9183602523131145,1.4458286723728497
3.8393969024283314,0.2816306954370026,12.327577228380582,0.9449356769269169,1.8227376472362709
4.351517926596843,0.5467974317338312,26.126762647338488,0.5504051079595034,0.9545040662140626
2.859994909739846,0.44632039022732517,14.73003035937892,0.6720074444492445,3.27328218330485
3.004662897980364,0.39624818140045037,16.521025669275257,0.7997247851091668,2.217663140675566
1.55901393405141,0.3151372939176845,17.17528782238005,1.0302263576091482,1.5167924411358986
0.7663455243635326,0.20476591918305947,6.923530866224114,1.4324657953302162,2.9399258725338737
2.553677689564658,0.1689577479115676,12.518989153386874,0.7258330919152637,1.1099934465933916
3.087879534921714,0.2841127734635287,8.644837989028748,0.32835457554678255,1.6765687488929069
1.6384833449835652,0.23037753366106253,5.440127047201548,1.2742347805480494,2.9539670187921017
1.0707518631869168,0.3081606588212156,7.166912240167231,1.0841182915939565,2.0951233175544908
1.3796187631040986,0.29350448345692914,11.750497139285,1.4696219485784952,2.7485614951341404
1.4782022047145333,0.0723686750861884,17.173321874315697,0.7963522110196618,1.7057542867936395
0.8632655733305047,0.19498910036429207,11.374416541378082,1.1468494044980997,3.217062126575677
0.8584483142443816,0.17669340484506701,14.905191593709587,1.2638871285063413,2.902620527312953
1.3146309072660567,0.045541889338237364,10.929074894335088,2.3913381638670943,2.0428283347386302
0.8964608193770218,0.290781984198838,14.460886780593146,0.9637867957689048,1.4569654599020139
0.7077288468800034,0.3255269602002199,12.071861791370111,2.2394947662239506,2.287009040076405
0.6936344746253141,0.314452472432957,11.480455810027069,2.2858271919456334,2.3943709358226055
2.2110174766335207,0.30055952507193007,13.6516888222787,0.8735604576681246,2.506394313190125
0.713241661344794,0.2829647287663875,14.480966849796578,1.8696337387036313,0.9186262077041969
1.1408298155457135,0.6090459276352921,12.41902416805016,0.6321758181473397,2.3023657026500786
0.7766563728756626,0.3582904106464787,7.577385708610632,1.5932447532143017,0.7142178620305678
1.132316615037676,0.34047244343949457,10.318620795733988,1.6827052111470453,1.6629321468350589
1.4569842572140932,0.9988721579441412,19.320264191685535,1.3636763770111031,1.5685114479244129
2.6852281121502335,0.5423991288680867,12.03681611722086,1.1247863335291441,1.137929726756711
0.591810089028889,0.2159660693170924,18.995500195270477,1.3623740140648883,1.706313360456175
0.5911002504667131,0.21581159267387143,18.690856035252217,1.3039933352276252,1.77557149497987
0.5334885801872927,0.33416450701563755,8.365562895565272,1.432217422710154,2.3843423228246303
0.5460450951209107,0.30839330217614463,7.871580729007019,2.295395396125837,3.0686014526850998
0.5246543188935536,0.45304028184923084,8.962238319142786,1.6663203570620544,2.792770241095746
0.37744090798125823,0.46621707522537703,11.200601942945118,2.393572248528533,2.9118667132040006
0.45376870712789025,0.47786987251265145,11.680066741932185,2.2220457285775432,2.707090013109818
0.43421629333779155,0.35156669550353387,11.829574784732156,2.3846574389917565,3.5180341948974436
0.9772385434949387,0.43351428164398637,12.347676994584345,1.5815182485298567,2.405128040005716
2.851020785336174,0.6739507943881591,16.010765589433422,1.2696250034293828,1.1919588398900365
3.496148142141739,0.5932020345948287,21.00348088994464,1.2507485925045427,1.2030760455005627
1.5697601992588308,0.538786319166459,12.11776834022486,1.2853947094691165,1.9429244203403602
1.4690200188400215,0.3325894265256637,19.458755894254875,1.1675936296194769,1.0266605080934237
3.085755725155444,0.3908655439191988,8.91882982019026,0.6007116544881027,0.9372387363220254
0.5714314380134581,0.4839797957414049,15.471784246610063,2.253177246899839,3.4360781685622714
2.7687014488726693,0.6979809139154328,12.941584689149884,0.6203913603887765,0.6313696539197933
1.7375246823084727,0.3967978222732691,18.28668618402846,1.5416356709124583,2.820938626039214
1.8033979969689835,0.4076975513452697,22.79365969539161,3.916182498108648,2.150284651317086
1.2404843023652454,1.0660652369947086,9.73193519194159,1.0447691064085767,1.553841337939527
2.2263991221417836,0.43992527897853634,27.48298617580481,0.5282615787030602,1.1975967365891278
1.2818896215371938,0.8081226660916156,14.293242513501816,0.998239586846154,1.2115256887460046
2.160929700622564,0.4392108176330959,23.2391066676221,1.1205669190423948,4.526926316411921
1.4043359155665083,0.7513303006996799,21.669802227921906,0.6627384364359685,3.4734051918738347
2.041206212605904,0.6092841591158086,13.273430170937418,0.7023079976813048,1.4236134854286022
2.3087110896587038,0.3552114381334104,12.49409854845993,0.6941438743395193,1.541857547886656
3.3539271919779874,0.28202120923130414,17.758229538374074,1.2354028901007776,1.1904017612556628
0.6334017977492825,0.6908096068767299,15.976571237829196,1.0368244799624178,1.3085278420319804
2.1568301286779725,0.3997954271098651,17.85240450278028,0.7359544593921359,1.0091446601427727
1.3325958715594832,0.7250955624759564,13.65011871302444,0.9320157670808467,2.2318711255903017
3.5812603344539675,0.3566967259021768,14.937367721004748,0.7288006375869102,1.0897754327463707
0.2887783019233682,0.3251230852794659,15.761544707281477,2.041465379280037,2.1734976406581112
0.26839921092600966,0.31101677879703965,15.968712829640591,2.0747732715207103,2.1782379189472203
0.26839921092600966,0.31101677879703965,15.968712829640591,2.0747732715207103,2.1782379189472203
0.29919525714158657,0.29389114344873674,16.576300998963205,1.7948737918576523,2.3598838693150594
0.2839515451733496,0.2799762380170643,16.10577672485058,1.696449614649533,2.971398543946253
1.649916119649974,0.24616678324852592,13.0124044903839,1.1245914930350593,0.872802341791551
1.2244166513955612,0.42975981404347474,12.648444686619785,1.356150461068178,3.2879882327083183
0.6433578447123558,0.9169162136683905,17.708333477991275,1.0351641368342699,0.9723408490973962
1.145299829254005,0.3376673651643667,15.2930577543657,3.2074565832201807,2.512661625441474
1.2742757174345125,0.30773464403005035,18.699057516910287,3.4284640622971025,2.6551086521652154
0.9883226213408624,0.6977911301195503,11.236058588027088,1.0230455583949483,1.3191450346815308
1.777790402319228,0.5425162211145167,22.21112553220192,2.8643830669640664,2.8520389104349166
2.3171520542034854,1.2437794858519708,15.460146517237218,1.0125091902191008,2.441303317778287
2.675190615882686,1.6859889150609626,20.561411463639942,1.1968437889332713,2.4359415068924046
1.8634157797880055,1.223418302529055,20.137835189978638,0.7144228853862389,1.8413582647043194
2.717689634698111,1.3625831759825695,20.694017455005177,0.13887993753224512,2.311917480040204
2.185972263951495,1.5827700099313253,18.54935483203105,0.07131078912751537,1.0101657003785605
3.1616268200166564,0.8979183584287621,19.987452070896374,0.3532022976549025,1.993140408691887
2.2993559621968265,0.6343597449223148,21.418939347631625,0.7906556146115437,1.8385387518192255
1.9879913137746579,0.7820560899462038,17.056507507008735,1.1828866820772286,2.0824873991320487
1.7639038245253644,0.6981229292385129,14.173401036734393,0.7963184967602606,1.2174824209481878
1.7899558809166218,0.8428739629867454,14.19860097187002,0.9537384840842894,2.4861567201860377
1.9287887713647875,0.6023396777975235,22.903451649666046,0.9687310288860657,2.04261152001828
3.909141580383288,0.4108497868215923,11.741351535833042,0.36620736980746815,2.5683728848917804
3.1576758720473728,0.36231185547470596,22.226647644013802,0.4474526561312744,1.1572049756350806
2.849219461969841,0.35659438733895565,9.248090876060484,0.5206165311658622,3.756007470049717
0.8567414762186125,0.7576340764969368,24.749121257334934,1.506251701460064,0.9652316535222603
2.613608482973944,0.28755492472517596,11.83287029997196,0.7926484745109548,2.942484405923053
1.6237798935216463,0.5617732752643878,16.705728930111224,0.4460586137282502,1.4415421268542574
3.076954161944196,0.41790140695620426,18.21975955154295,0.3761379379457148,1.2368344318332969
2.8905411118571434,0.4668250535394866,12.892657618418966,0.29734225072404624,1.1345821721361928
2.524436217446105,0.1518360408136458,14.659165678317452,0.4447372505005468,3.0616957887439917
2.797279163840427,0.2579023996525103,9.45842967467327,0.38616962377050573,1.5903176663026846
3.5720636578080778,0.41845834741098964,15.791131364582958,0.3898069665341263,2.230046663415112
2.7827836185645016,0.46770465562054797,17.18496240896894,0.3072660183345052,2.4139481182543316
2.918547377595284,0.5423199096533681,14.029017887821999,0.299899725979883,1.930815099032403
3.1916214486512726,0.5602509220129853,20.541398529106033,0.30698183748505364,1.50298104911486
2.664516898926768,0.5809216096114699,9.846731175382025,0.35604679009239365,1.9205863084460684
3.686397035756147,0.5682293679965739,21.103689968507535,0.5358523343058103,1.706062343151297
0.9829167253989375,0.5934570380255849,11.908208053618331,2.580293909234552,2.698873403577455
3.6139010261711935,0.49158511407725103,21.041649749083767,0.6479100532535036,2.0397217654928337
0.8878157423232177,0.24287040201445903,12.667088832245495,1.9551516471906345,1.4603668285196816
1.322437535272798,0.24807793362877553,12.642950543810057,1.868924335830288,2.2916965034802534
2.646793974224993,0.5872026842942667,14.156219732912188,0.6569244939111455,1.308366866715958
2.0031820738867583,0.45848163255956215,14.284467202913554,0.80103543418361,1.7322815064520385
2.172137435126434,0.7995667730957636,18.299203530250125,1.1877372455354505,3.8724472162766017
0.6025127774377944,0.4209372883360964,14.209245512509822,1.5057454858096666,1.481939998110794
1.4061378317209179,0.8515710813481923,18.69153579481578,1.4282332039488987,2.727572372894218
2.0413743646659843,1.08887508283024,17.265492838934563,1.1040210620032946,2.1481115813171634
2.044963951414781,0.4895667624762154,20.81886977726031,1.076772770289578,1.0961092572375704
1.8682076954920344,0.527370169930913,21.36319363455685,0.8371035622084823,1.1202184979230154
1.4156379397429413,0.7374633987870383,14.200243339876367,0.6970571118678602,0.9860732571045195
1.0271760221004034,0.27913814837394013,16.104815045437135,1.548437381245703,3.429166333565807
1.8062885274809664,0.4912370193362806,21.995608490726873,1.34280625032432,1.7395486501876563
1.2934820472273074,0.37362568737751156,14.701899347818403,1.8126050864815046,2.907410196175944
1.235366538272984,0.4814411837411495,15.186709616133754,1.3701105850417936,1.5945232823410116
0.9290075745839068,0.39229028635265845,19.965753253997924,1.3285334483896953,2.1311153552591446
0.5872879864886908,0.4195838395038144,15.989336982466035,1.6847510229850182,2.5168492708677337
3.907986621388431,0.2937392117700174,10.693477389822858,0.6101529319032448,2.2496429312487423
3.229215360133667,0.429755485155975,11.496586996258356,0.3610765085044337,2.6326373757681987
3.7597413609219994,0.3390254548219765,14.250168545490967,0.7530780337619873,2.655975690081291
