Lambda0,time-scale3
0.805401768416333,1.7469222402732836
4.300552138544586,0.624021892923374
1.4935708304016533,0.6276200026259101
2.562694037896208,0.7656416397932703
0.9031492279964997,1.2478597406307907
1.552213794518223,0.8966984531792698
1.297793356334627,0.9057588813050045
4.013620936508507,0.8699244194473649
0.5631788623543525,1.7303142468845836
3.3090612934676984,0.9565680582909912
3.9908494700427397,0.612837055607794
0.7383619801993082,1.4298522314946729
2.8878882538004476,4.123792675324897
0.7562347507554005,1.7347419477873705
0.9735887106177487,1.7278721644057362
1.6956252680324904,1.2503088174022425
1.272932472138109,0.8754882090251237
1.3563470228402903,0.8689435676020554
2.8205928863719922,0.764507045952485
2.1453338971519718,0.692691965827442
2.3558549601190113,0.8939618225692164
1.1450975238349068,0.7279294585981541
3.386381831853226,2.252161875965793
0.6857692405707927,0.6975138216627985
1.3355231979514348,0.9771858637907903
1.32025465441595,1.0273208594338255
2.0284151169848466,1.02449509558182
1.4219218241921805,0.8882369597290333
2.4141211884361513,1.5488727762545025
1.256587661707192,0.5406338867753904
1.5803230120185487,1.0772741567161852
2.2375610183598225,0.5326872818745019
1.5010235988298204,0.7344434920264373
0.9595207721913408,0.8502346092921428
0.7753891727167784,2.2505796438268804
0.6682905733377227,2.0253801982606583
3.0106784839692575,0.6522832181657472
0.5543746462192191,0.8289202109918882
1.5830459327378084,0.680880353080303
2.463253415882362,1.009067268672549
1.4277248807738048,0.7478496783355515
1.951894459869952,1.9002537175809293
3.177302105239069,0.7256564266077031
3.402885944882985,0.5550143700659796
1.756921942080725,0.6594764948260405
2.3962998847238723,0.43145070114156653
1.8983196439330987,0.7795198454786886
0.9378603178916965,2.675404125096058
3.2811306247473833,0.5659828041640046
1.795761355902772,1.7694518887995758
0.9541611666125152,1.6049056344887054
1.6153217326320382,1.194170200113917
1.4288855712034758,0.8602975644330132
1.9122184242188858,1.0651090023874064
1.0742043688427039,1.5319343861816037
1.2785136515408198,1.584492616238817
1.513337759769092,1.1313672992968025
2.3708587600139,1.5484472833984817
1.118139414644594,1.1085896590623439
2.6920939432241835,1.0509418695754746
1.7640773834157488,2.676892394241277
1.826948018916718,0.7132547805672987
3.992975436723747,0.738204163028422
3.4082284699471206,0.6050677360292507
1.0223588128166374,1.314195945797477
2.46978196450725,0.9850800166832037
2.7350419993930246,0.8193761834789131
1.6235987039592066,0.8356094659773655
2.228916068058216,1.1103699636509912
1.145253217560527,1.2362718148326672
0.906854849100244,1.9215423403155794
1.2628753465369664,2.3783834714656504
1.519591419513349,2.634872047177316
0.7655202120268718,1.5777382503537936
1.5592810595198157,1.0769582677315694
2.306252492107235,1.8936754708601025
1.4127973478191342,0.9229645621827341
1.5990158656140496,1.0348214831937563
2.236859627569609,2.239405676975879
2.6018789658454704,0.858649618796326
0.7691135923511627,0.6468018828822678
1.5709509671398343,0.5865950682693036
2.494320836736342,0.7997737285079072
1.6256881107670353,1.3569639270043052
1.50718214738945,2.363444307123132
0.9714442394106493,1.738958223984148
2.052398932622266,3.904404723190643
1.723163493277096,1.2706808486168377
0.9083154644227435,1.1485720309046477
1.4885865065317407,0.8870859993341448
1.3658705709159997,0.7036509449441514
1.1909362315275829,2.178929747421237
2.5379628968556034,1.2723048444485874
0.6895899017610514,1.2388843109525125
1.4111041722693098,1.6346808779894875
0.8254973115082777,2.008010519607273
1.681645392079648,2.998244555702507
2.2895465167883287,2.1941459476160516
2.0850360835075543,1.3496665106383214
1.2757533240148533,2.3997858099539635
1.4322274404861086,1.116775057993508
1.0939135934150472,0.6996912729437901
1.7193724496098555,1.3179188961336525
2.005047241424653,0.5424019559465797
1.3597971815298646,0.4617878539873009
0.9501950254902848,1.5425946478052561
1.1249704530069589,1.4442375417785296
1.4347447788030774,2.2431113366785267
2.7424794925922975,0.8021007566689179
2.3844092072250245,1.0485071387167628
0.960899817951734,1.5076160223597685
0.913988603696935,1.5266760637571404
4.051134020763852,1.7971431170752266
2.3233482179843823,1.1145398574169445
0.7363706065303683,2.3543600180412736
0.8676275231494773,1.3736236112851894
1.765466378967774,1.0411085793298265
1.6768675056732651,1.465258955390379
1.9007989796753286,0.17104685999401895
1.7863406363624423,0.17591353408808874
2.2161910364953896,0.9404101190509647
1.5843348338202043,0.9638466281738972
2.3225449045785407,1.181378439637431
3.405754106638715,2.0971188366498272
0.6358754886704926,1.10934343459531
4.923371789015313,2.4012932311181814
2.867414402300696,0.8373368327866927
2.1330203975689668,1.1621275358055005
1.9635064601674024,0.625470045359809
1.0791995592691594,1.4514265119501757
0.4945301892745727,1.1247437175321588
