Lambda0,time-scale3,time-scale4
1.52583124506392,1.5216800508968231,1.3865910675751723
1.0976899346606546,0.6806147658811172,1.5040108963396412
0.8759413619273771,0.7581051456700486,1.7338913489864045
1.3796138234416686,0.9419410156274782,1.4470542703832956
0.8380690666736105,0.9765231383407827,0.8111613057080016
1.2575548656100184,0.8430293931481425,0.9003189464561652
1.2651303092729855,0.8445688495938316,1.1280175761271376
0.47380755516833173,1.4437769361692958,2.562459928664347
1.0963750929864884,1.2210731361947338,1.2657384564432879
1.4485293966991946,1.0791553272401,1.0381477396930316
1.2407073931133445,1.0458062676125273,0.681725374495596
4.095970760269132,0.9679630129432654,1.1871372250457615
0.7009441581889153,1.686848463630943,0.6584248032877714
0.8015173936217844,1.3244212711437242,0.537236278093739
0.7029238861130542,1.4252828897477936,0.5876974350114423
0.6208613391086582,1.7287033426595453,1.773724906537774
2.135635605590914,1.0691366977334018,0.6416165160229834
0.8939424801091277,0.991207214124622,1.415644139583105
0.9060607771373613,1.652199152729817,1.7050158444998844
1.7852864715469159,1.0004809943158497,1.738655550714819
1.4036645329395376,1.904632325572063,2.4657932975436196
2.7563160223676038,0.9665222516264004,2.6004286689198617
0.20951974103203383,1.7358531644460495,1.0247461706395546
1.1095904640812106,0.7909833994202355,3.2706226352131478
3.138997342606186,0.636426834967969,1.8650351692936897
0.6771159934104615,0.5180809247708608,1.9745784731869378
1.0020167950399401,1.0340408753658334,1.281852869933589
1.6493867057646978,1.1451205267734208,3.2096251711637063
1.142397071091834,0.7041592002069563,0.8349850823179454
1.5875287784430578,1.5015593706166903,1.0148926337862023
1.2316988714696533,1.4421160443533214,1.6525812380805593
1.1969156359405022,1.5449997100334292,1.3878741009083362
1.4928827518389125,0.9649873976158031,1.0146673961934594
0.3969591076798296,0.7406679904531417,0.9622275435550246
2.7131731631016924,2.383006935859437,1.0148626914311751
1.1160063993063163,1.8065404636066358,1.5880192667332302
2.060623376071565,1.711255078953635,2.021933064564468
1.1823305292188397,1.6794602373135405,1.5441854084817452
1.5012277526109012,1.747529769672586,0.9817304906721335
1.5230981365289844,1.53914652180923,0.9671376668163111
0.9877125402486242,2.1003199708929015,1.112143333371387
1.6880655821917414,0.5647213829097864,1.3817125557361398
1.7734519061498475,0.7509834576146072,1.2246413192579804
2.4762898863364646,1.367342217546358,1.9902692364441952
1.3975027194161442,0.9395236342118034,1.6361454222526481
1.047973101335673,1.6208607999408677,1.2795495474893788
1.8235330583835863,1.2456909607429132,0.9396791812619978
1.682316154011117,1.0715652584588677,1.6472181473900689
1.469487202099856,0.6473890752353925,1.09315341634841
2.4373445684110706,0.8306844568984016,1.1534579186248726
2.1082894910852903,0.9116736973585184,0.7970471355765347
2.186794706843334,0.842591435765647,0.7629804765258862
1.4652241778442197,0.9761365979556581,2.012513948557687
2.165251109582631,1.464736169282831,2.1211715771732966
1.0101713149077625,1.033695626857193,1.4527064287076639
0.8597111126200931,1.185243994642076,1.8462265302382082
0.6484114470805741,1.4248194912272685,1.4983558734360236
0.9399244162872513,1.5607132778389543,2.465976725428974
2.112830817949434,0.9677165395554902,1.2520534162764836
0.7305391623566181,1.3403325556571264,1.105099835875638
0.6467607269316666,1.0592843299940697,1.4039526873042705
1.2839520376470341,1.2692161005741018,2.5178889196621483
1.8683595144595966,1.287738924072366,1.134890139202282
1.5032055603089556,0.8109427532284567,0.6049702195720177
1.400993824922087,0.931560508196854,0.5916248956695604
0.9456734532751333,0.9870458786715529,0.7061912497321088
1.9767380273093618,0.9746976744487205,0.9608766272525511
0.6518088054373937,1.1542834029327877,1.226811025094756
0.4737940552075205,1.0360941148209983,0.459880214580398
0.31955293029676746,2.211887165569161,1.0036313556240455
0.39536332767190047,1.7380606514066492,1.2429356562883391
1.4055564837972832,1.5531995292043435,1.2692310841269
0.6026870001536434,0.6541504492590399,1.6331354508727405
1.4168965931798294,1.3074238500966342,1.9768883349138144
2.1787863615885144,1.1053549721587241,1.7671481977189887
1.5091828620439023,0.8905164039083602,3.1735516195081876
2.1894426554811424,1.6909235262517677,2.5426709766453626
1.4163297931714351,2.0545647659410657,1.2919216864153866
0.6496257974208455,2.154647348867821,1.7224285924953038
0.30034798189845596,1.891344696488605,1.0708968786946518
0.6104651712932897,1.9462181316343266,0.8193171652326819
0.8242324951006795,1.9482743689869186,0.5233745487685244
0.6179191383321169,3.219532773633336,1.7624680743657186
0.47214688326536275,2.23859475571268,1.6092322903331682
0.708129679114984,1.8013482096868068,1.083560754036449
0.7804342137574768,0.9392197888079221,1.4208564200699516
0.6426371321727244,1.322475049935829,1.3804919141367946
0.6356281589705911,1.0460022066555628,1.443595897027187
0.4810688095286385,1.4244440315284335,1.6856324142791215
3.12756376754155,1.8059388789789197,1.0152457869636164
1.475242391817169,0.9171470848474594,0.9684746839395815
2.922349735557006,1.1032180869834296,1.0200441807150027
0.7649428574587964,2.3025239336384997,2.6035547909881767
0.9365393737007529,0.5542316744424353,3.1587319276991357
1.3645308924828718,1.6126037495723482,1.8796562134100776
1.9910498646223254,1.295611732509787,2.1282110686838838
1.1667067390064731,0.6905820417260106,2.767587884345278
0.42136401268738477,1.3834863544228335,4.14333422147778
0.3456069301936678,1.2188382767404593,1.76003267142236
1.022136828999919,1.141717416520576,2.073783734759181
1.085044574421061,1.4134895563194396,1.5919139178156803
1.328077362818561,1.6855791036165206,1.3698261215507237
0.6757585074190476,2.2478628193976093,1.5079473684891684
4.038764743860572,2.174826005930906,0.6292731831816654
0.8386166404636418,1.8297960872617662,1.0958853554545276
1.225166346237684,1.4092644276472208,1.1677610683697592
0.328895946587423,2.4338681734876557,1.6364986916988458
1.156949118332915,1.6398150503544011,2.4520701420202102
0.8937138941108308,1.1095273012650058,2.3377961433491454
1.5319597581820001,1.5941825507427523,0.5543851783819228
1.4775133448409759,1.364648080242374,1.9978343505178286
2.116092601607133,1.6674976640998793,1.7995294863211058
1.462671030261822,1.0799135713821844,0.7478286711067932
0.9998255453451166,1.2119893875633845,1.1130903659721254
2.847550550895677,1.3838547318928978,0.4651471658823684
0.9636524252149602,0.8546066543176631,4.250550008575773
0.9641052757152819,0.7004867512309948,2.515114895599654
1.3660372287240234,2.0633447265333724,2.2246732044226487
0.6638862574241476,1.7250811900850869,1.0761079418954698
0.5675409558547212,1.668785146554904,1.1739049340138312
2.5373912408139487,1.9670324253378713,0.492503579795079
0.3118209894476572,1.37203773289474,0.6372431417312943
1.5722271547975777,0.7560974267126613,0.9314985708722704
2.2358841222107464,1.935556286704699,1.1325998930274095
0.9043355517815597,2.112528485709871,0.6657275059623543
0.9487525959757003,2.274123817536249,0.7064730784397469
1.9587577574696688,1.1538647552042873,0.6496861154458711
0.9902692986716185,1.1518533787912701,0.7870776062399897
2.4313413004199265,1.515501696578731,0.8304652408681843
0.9445140501450512,1.597896196442272,0.9837596381665329
0.4547860108347749,1.2121690471459936,1.2334061956750157
2.777420667751825,0.38503128333921216,1.855373221037159
1.2812956310877226,0.5217410122467808,2.163727123405738
0.9798448765960338,0.7327792429807476,2.886667747751935
0.33094747890591203,1.305657315274475,1.6339914348174316
0.6960273683470499,1.5671485631910027,1.2836988949123747
2.222628303652797,1.2948072953881347,1.5240215062677325
1.808595957873555,1.2166683920779917,1.867170519576781
2.3321805493457464,1.7258139437394906,1.2725459117057374
1.291058503573503,0.8144690884385779,2.9563582466554204
1.0172135142685435,0.909258303037874,1.9748120415336947
4.143295763635432,1.526748885196962,2.4349553360687026
0.8195884008095856,1.1922738295133246,1.3558935982310998
0.9148533815925164,1.1424519063201282,1.7398117336852317
0.6487838675309886,1.527035009576828,1.3451050883895208
0.7340455288506794,1.3381347586722006,1.2094231363774426
0.8490082360925202,1.6489794188807811,1.3306845271914178
0.8542885311232119,1.2659018832363345,0.9427310396436933
0.5367704088938431,1.3326918636793723,1.3164386948823503
0.7763248329749325,1.2819834089379933,1.1944297304542977
0.6960334663030061,1.121493140201121,1.2429928511087813
0.7681484879349953,1.6642389468141014,1.034871028505433
2.1861867415552116,1.9439539839243347,0.7731657193263599
1.7955410338232676,1.1397250540888233,0.8369892955659851
0.7254096547091162,2.1215873762383217,1.3770353164211122
1.8865326138871683,1.4964517562801158,1.5359408076753278
1.770460970363525,2.5133941047635626,1.0527309388173665
2.0637315290371276,2.7146323127398624,0.8563052143118197
1.6899219734098654,1.592840594615634,0.5244259467713797
0.6579835238291087,1.457502690057225,0.6992844094397883
1.3705952429633337,1.8833565273433104,1.3223092650338562
0.768919821650833,0.7809841199302038,0.9893726312220283
0.5238512892018675,1.6258935188251165,1.1960574576690957
1.33619395569921,1.5040328955474211,0.724778345571557
1.3010975956295292,1.660766014102053,0.8716632165618814
1.3716712947223682,1.141249320925049,1.3444395319449116
1.6426806736423647,0.8590913754209619,0.9477054347602131
1.1217857182685034,1.378176340904241,0.7213722150025655
0.9945559712324596,1.5113741124973,0.8295637028652297
1.1192712384187815,1.4203629488762353,1.3125265977761047
0.4409339631291141,1.594601487826419,0.7495743179128989
0.35523838017832493,0.9861640567651265,2.6335036721245157
0.365086666858244,0.989362575414162,2.520857206369191
0.38076063557419093,1.2393044692494921,1.9975806468908195
0.6082737038078059,0.9740022888384635,1.2162311420074507
1.2951148728369317,0.6342925445337398,1.0439967204688771
0.7176131507763641,0.7222951465552735,1.7699263312870739
2.5513545098040953,0.31130567653773467,0.825544051056337
0.25315312830169256,0.8078926208724145,1.405843807214435
0.2954598530912374,1.3906569316909136,3.4661924998329527
0.3662597902101636,1.252964378365558,1.4877738551761384
0.4632806338723305,1.3456952374188729,1.3574486795900966
0.6272253411611173,1.1244268660067225,1.3704670031962272
0.5733285622862065,1.131490732735665,0.6711131344346912
0.5893908560951059,1.865741153319158,1.8036270051403789
3.1420994068171115,2.975283636279678,4.095329877559937
1.96889635670716,2.033940614733188,2.934323987807102
0.7525635918504597,1.5843536314917372,1.6153869282463662
1.6321098521358175,1.3646549159689882,1.2841013508466725
0.8443777841020607,1.1732078227717684,0.5389439521381373
0.6993723299037617,0.8560598726409813,0.5381447635467713
1.5188662111510578,2.36149010747372,0.8497329385509855
1.653518825720845,1.625705549134307,0.6430175452090623
1.3601202396924474,1.0833138268212843,0.643520026531035
0.9413950815948836,1.53258833612371,0.8082532189360837
0.5833845996392635,1.5458302390615009,3.9254701046188973
0.5177985902786677,1.2448562225488469,3.7127883402273785
1.8242253947009548,1.055142568953573,2.165056778015856
1.3196406531322489,0.9936283984595043,1.3214370426492157
1.5591957463924315,1.455516962125778,0.6285645266232487
1.0845634332388536,1.4006922547453364,0.630411038211304
0.9569656172880954,1.1141119146106457,0.45896716622100925
0.5031471122124676,2.127782341548388,0.7561749149340016
0.5210944427922096,2.131276664142759,0.7741239567949609
1.696620044913731,2.7197378106222763,0.5019137972499058
2.118534399050967,2.083779688260387,1.6740871351377298
0.9432845394248117,1.6968647389311218,1.4786856682918357
1.093031167276881,1.2056803329233765,1.0385815397839127
1.2236039197244928,1.1033092377781912,1.3845081612141321
1.8708669926801897,1.2484764315307089,1.4264617376681468
0.8629106013637682,0.712602513057575,1.1914687450981378
1.26560616714805,2.1471987982089384,0.9986113356728519
0.7707701912525582,0.9319681717174784,1.2892138115179814
1.0014628549283213,1.118122268360399,2.217626088600413
1.294071966478141,1.692630279373438,2.8237165543906646
1.4253504939550852,1.6586694462173868,2.859458905426306
2.4312537636905516,1.225564835563362,2.007471074047109
1.5743200977354903,1.1179737383384547,2.53928674681286
1.7774437885081729,1.6053163021357362,0.9097803643081558
1.0197440163586484,1.7953903126755197,1.4162651549659675
2.0354807774029395,1.1735779524457353,0.8772642349927131
1.7006100480720614,0.7430339579207357,0.7338028344132113
1.770983264568466,1.8624080069556352,2.268234237672519
0.8052493268207552,1.2661396183119165,1.02972117118709
1.3000032156540324,1.5303495938299163,0.9448455492097161
1.7664166765731864,1.2995600984523217,1.1670225427055092
0.9349348833783324,2.2142086753305295,1.3214069026522015
0.9593891591978502,2.4750137442919926,1.352078136766842
0.4320499184161904,1.1728782957147343,2.4571439031420117
0.35985265169754527,1.0750481323003835,2.657170279759899
2.0187446923932035,1.238640187804033,1.0869180246830041
1.9374648929089968,1.8911300061868572,1.5978626204667692
0.38248550452932945,1.1862853138273541,1.369501031298588
0.5296564355272718,1.8386916377309395,1.8282370865625097
1.3073249949889858,1.7698379390736312,1.7679647694179854
0.7677645867905911,1.2380763472848084,1.5120711147912669
1.95193752601643,1.5213362222769902,2.2207542309073296
1.58273237924547,1.1348616244898189,1.4596464745765758
1.2343674887825338,0.9905860385890202,2.244993236841436
0.8413363174428883,1.3012403355259041,1.4597329839070807
1.6553987192891908,0.9843386244364186,1.6998500959581915
1.48440332977658,0.8590608531514753,1.3021443056902904
2.0961858194423666,1.28590367659833,0.5347526016890491
1.4133144786983693,1.2412252530581858,0.7170263872562345
1.7844450073151386,1.5757533520959421,0.7861154952958852
0.45952233378156565,1.1106530667292258,1.009604640537656
1.330452052567434,1.2173545807568542,1.6233726009612208
1.9957674973096242,1.151543015910792,1.824378901773755
1.9324601224576388,1.1866169419356793,2.7908630470405744
0.5412777465172275,2.323523956689816,0.9023918371220718
